,Unnamed: 0,assetID,contentFeaturization.orientation,contentFeaturization.peopleCategories,contentFeaturization.foregroundColors,contentFeaturization.backgroundColors,contentFeaturization.tags,overallTone_cool,overallTone_neutral,overallTone_warm,visualContentDensity_high,visualContentDensity_low,visualContentDensity_unknown,visualAttentionSpread_high,visualAttentionSpread_low,visualAttentionSpread_unknown,tags_active_wear,tags_apparel,tags_athlete,tags_back,tags_bed,tags_blonde,tags_bodysuit,tags_boxer,tags_build,tags_business,tags_camera,tags_camisole,tags_chair,tags_checkered,tags_coat,tags_construction,tags_corset,tags_cotton,tags_couch,tags_crop_top,tags_dance,tags_design,tags_dress,tags_fabric,tags_face,tags_flower,tags_gold,tags_hair,tags_hairstyle,tags_hand,tags_hip,tags_holding,tags_illustration,tags_jacket,tags_knee,tags_knit,tags_lace,tags_laying,tags_leg,tags_leggings,tags_leopard_print,tags_lingerie,tags_logo,tags_long_hair,tags_midi_dress,tags_muscular,tags_neck,tags_neoprene,tags_orange,tags_pajamas,tags_posing,tags_robe,tags_satin,tags_shirt,tags_shorts,tags_shoulders,tags_sign,tags_sitting,tags_skin,tags_skirt,tags_spandex,tags_sports_bra,tags_stand,tags_standing,tags_stocking,tags_stomach,tags_strap,tags_stretch,tags_striped,tags_style,tags_sweater,tags_symbol,tags_tan,tags_tank_top,tags_template,tags_text,tags_textile,tags_thigh,tags_torso,tags_underpants,tags_underwear,tags_waist,tags_wear,tags_wearing,tags_yoga,tags_yoga_pants,foregroundColors_beige,foregroundColors_black,foregroundColors_brown,foregroundColors_cream,foregroundColors_cyan,foregroundColors_dark_blue,foregroundColors_dark_brown,foregroundColors_dark_gray,foregroundColors_dark_pink,foregroundColors_dark_red,foregroundColors_gray,foregroundColors_khaki,foregroundColors_lavender,foregroundColors_light_blue,foregroundColors_lilac,foregroundColors_off_white,foregroundColors_olive,foregroundColors_orange,foregroundColors_pink,foregroundColors_plum,foregroundColors_red,foregroundColors_royal_blue,foregroundColors_silver,foregroundColors_violet,foregroundColors_white,backgroundColors_beige,backgroundColors_black,backgroundColors_brown,backgroundColors_cream,backgroundColors_cyan,backgroundColors_dark_blue,backgroundColors_dark_brown,backgroundColors_dark_gray,backgroundColors_dark_pink,backgroundColors_gray,backgroundColors_khaki,backgroundColors_light_blue,backgroundColors_lilac,backgroundColors_off_white,backgroundColors_orange,backgroundColors_pink,backgroundColors_silver,backgroundColors_white
85,85,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_CameraRedy_Front.jpg,portrait,"['person', 'boy', 'kid']","['orange', 'khaki', 'red']","['white', 'off_white']","['leg', 'underpants', 'boxer', 'leggings', 'wear', 'wearing', 'shorts', 'underwear', 'lingerie', 'back']",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
86,86,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_DenimJacketBrushPrint_Front.jpg,portrait,"['person', 'woman']","['cyan', 'light_blue']","['khaki', 'off_white']","['leg', 'underpants', 'posing', 'wear', 'style', 'wearing', 'underwear', 'shorts', 'lingerie', 'skin']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
87,87,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_EveningBlushRosePetalCreamLace_Front.jpg,portrait,"['person', 'kid', 'woman']","['orange', 'khaki']","['white', 'off_white']","['leg', 'lace', 'underpants', 'posing', 'waist', 'wear', 'style', 'wearing', 'underwear', 'shorts', 'lingerie', 'skin', 'satin']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
88,88,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_EveningMauvePetalsEveningBlush_Front.jpg,portrait,"['person', 'kid', 'girl']","['dark_brown', 'brown', 'black', 'khaki']","['white', 'off_white']","['underpants', 'wear', 'wearing', 'shorts', 'underwear', 'sports_bra', 'lingerie', 'flower']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
89,89,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_Navy_Front.jpg,portrait,"['person', 'woman']","['orange', 'brown', 'khaki', 'royal_blue', 'dark_blue']","['dark_blue', 'brown', 'white']","['stretch', 'underpants', 'active_wear', 'leggings', 'posing', 'athlete', 'spandex', 'wear', 'waist', 'bodysuit', 'wearing', 'sports_bra', 'underwear', 'lingerie', 'shorts', 'skin', 'hip']",0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
90,90,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_NeutralSnowLeopard_Front.jpg,portrait,"['person', 'girl', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['leopard_print', 'underpants', 'posing', 'wear', 'wearing', 'shorts', 'gold', 'underwear', 'lingerie']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
91,91,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_PalaceBlackDot_Front.jpg,portrait,"['person', 'kid', 'girl']","['orange', 'black', 'khaki']","['white', 'off_white']","['lace', 'underpants', 'waist', 'wear', 'style', 'wearing', 'shorts', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
92,92,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_PurpleRose_Front.jpg,portrait,"['person', 'kid', 'girl']","['orange', 'brown', 'pink']",['off_white'],"['leg', 'underpants', 'posing', 'boxer', 'leggings', 'waist', 'thigh', 'wear', 'wearing', 'underwear', 'shorts', 'sports_bra', 'lingerie', 'skin', 'hip']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
93,93,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_SandshellSandshell_Front.jpg,portrait,"['person', 'kid', 'woman']","['orange', 'brown', 'khaki']","['white', 'off_white']","['lace', 'underpants', 'cotton', 'waist', 'wear', 'wearing', 'corset', 'shorts', 'underwear', 'tan', 'lingerie', 'skin', 'camisole']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
94,94,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40774/HNS_40774_SteelGrey_Front.jpg,portrait,"['person', 'kid', 'woman']","['gray', 'orange', 'khaki']","['white', 'off_white']","['leg', 'stretch', 'underpants', 'posing', 'active_wear', 'waist', 'yoga', 'wear', 'apparel', 'wearing', 'shorts', 'underwear', 'sports_bra', 'lingerie', 'back']",0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
95,95,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_Black_Front.jpg,portrait,"['person', 'kid', 'woman']","['orange', 'brown', 'black']","['dark_gray', 'white', 'black']","['leg', 'lace', 'underpants', 'posing', 'waist', 'thigh', 'wear', 'wearing', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
96,96,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_BlackwIvory_Front.jpg,portrait,"['person', 'woman']","['orange', 'khaki']","['white', 'off_white']","['lace', 'underpants', 'wear', 'wearing', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
97,97,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_BrightVioletFloralLayerPrint_Front.jpg,portrait,"['person', 'kid', 'girl']","['orange', 'brown']",['white'],"['leg', 'underpants', 'lace', 'posing', 'wear', 'waist', 'style', 'wearing', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,98,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_DenimWaterFlowerwWhite_Front.jpg,portrait,"['person', 'man', 'woman']","['orange', 'khaki']","['white', 'off_white']","['leg', 'underpants', 'lace', 'posing', 'wear', 'style', 'wearing', 'underwear', 'shorts', 'lingerie', 'stocking', 'flower']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
99,99,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_LatteLiftwIvory_Front.jpg,portrait,"['person', 'woman']","['orange', 'khaki']","['white', 'off_white']","['leg', 'lace', 'underpants', 'posing', 'wear', 'style', 'wearing', 'tan', 'underwear', 'lingerie', 'skin']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
100,100,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_NavyAmazingDitsyPrint_Front.jpg,portrait,"['person', 'woman']","['dark_blue', 'brown', 'khaki']","['khaki', 'brown', 'silver']","['leg', 'underpants', 'lace', 'posing', 'stand', 'waist', 'wear', 'style', 'wearing', 'underwear', 'lingerie', 'flower', 'standing']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
101,101,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_NavyStripeDotPrintFrontierBlue_Front.jpg,portrait,"['person', 'kid', 'girl']","['orange', 'khaki']",['white'],"['leg', 'underpants', 'lace', 'cotton', 'waist', 'wear', 'fabric', 'underwear', 'shorts', 'lingerie', 'striped', 'textile']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,102,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_NavywBlack_Front.jpg,portrait,"['person', 'kid', 'woman']","['orange', 'khaki']","['orange', 'white']","['leg', 'underpants', 'lace', 'posing', 'waist', 'wear', 'wearing', 'underwear', 'lingerie', 'dance', 'hip']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
103,103,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_SassyPearlBlushDotwBlack_Front.jpg,portrait,"['person', 'woman']","['orange', 'khaki']","['white', 'off_white']","['lace', 'underpants', 'wear', 'wearing', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
104,104,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_SheerPalePinkwRoseGold_Front.jpg,portrait,"['person', 'kid', 'woman']","['orange', 'khaki', 'pink']",['white'],"['leg', 'lace', 'underpants', 'wear', 'wearing', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,105,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40823/HNS_40823_StrawberryVerticalStripeWildStrawberry_Front.jpg,portrait,"['person', 'woman']","['dark_pink', 'black', 'pink']","['brown', 'khaki', 'off_white']","['lace', 'underpants', 'wear', 'style', 'underwear', 'lingerie']",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
106,106,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40837/HNS_40837_BlackBlackLace_Front.jpg,portrait,"['person', 'woman']","['orange', 'black', 'khaki']","['white', 'off_white']","['leg', 'underpants', 'lace', 'wear', 'style', 'wearing', 'shorts', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
107,107,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40837/HNS_40837_BlackRumRaisinLace_Front.jpg,portrait,"['person', 'woman']","['orange', 'khaki']",['white'],"['leg', 'underpants', 'lace', 'wear', 'waist', 'style', 'wearing', 'underwear', 'lingerie', 'skin']",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,108,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40837/HNS_40837_NavyBlack_Front.jpg,portrait,"['person', 'kid', 'woman']","['dark_blue', 'orange', 'khaki']","['white', 'off_white']","['lace', 'underpants', 'wear', 'wearing', 'style', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
109,109,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40837/HNS_40837_OilFlowerBlack_Front.jpg,portrait,"['person', 'kid', 'girl']","['orange', 'khaki']","['white', 'off_white']","['leg', 'underpants', 'lace', 'wear', 'shorts', 'underwear', 'lingerie', 'flower']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
110,110,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40837/HNS_40837_PearlBlackPinDotwPearlLaceandBlackDot_Front.jpg,portrait,"['person', 'woman']","['orange', 'khaki', 'cream']","['white', 'off_white']","['lace', 'underpants', 'wear', 'wearing', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
111,111,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40859/HNS_40859_Black_Front.jpg,portrait,"['person', 'woman']","['orange', 'dark_gray']",['white'],"['posing', 'waist', 'wear', 'wearing', 'underwear', 'sports_bra', 'lingerie']",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,112,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40859/HNS_40859_DenimJacketBlue_Front.jpg,portrait,"['person', 'kid', 'girl', 'woman']","['brown', 'khaki', 'light_blue']","['brown', 'khaki', 'off_white']","['leg', 'underpants', 'lace', 'waist', 'wear', 'wearing', 'shorts', 'underwear', 'lingerie']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
113,113,https://www.maidenform.com/images/catalog/catalog/product/H/N/HNS_40859/HNS_40859_ExcaliburHeatherFloral_Front.jpg,portrait,"['person', 'woman']","['gray', 'orange', 'khaki']","['white', 'off_white']","['lace', 'underpants', 'wear', 'wearing', 'shorts', 'underwear', 'lingerie', 'flower']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
